event_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,hour_of_day,day_of_week,is_weekend,is_holiday,peak_hour_indicator,demand_at_pickup
2025-10-01T00:00:00,35.788641798244875,51.574758851200464,35.77365553665536,51.53590183016806,0,2,0,0,0,7
2025-10-01T00:00:00,35.73867596373887,51.14933440200758,35.59419079911274,51.57884437812275,0,2,0,0,0,5
2025-10-01T00:00:00,35.6341143521221,51.22285282996493,35.83460469265952,51.237372735122804,0,2,0,0,0,9
2025-10-01T00:00:00,35.75992817855327,51.19482212254339,35.69045518273907,51.20805421071165,0,2,0,0,0,5
2025-10-01T00:00:00,35.57980784897727,51.30992312485049,35.62989987257947,51.227011762211276,0,2,0,0,0,7
2025-10-01T00:00:00,35.696855139632596,51.32607400715841,35.616976254849696,51.22066526590391,0,2,0,0,0,4
2025-10-01T00:00:00,35.706697848011956,51.33306071031296,35.59288077040102,51.597590109836105,0,2,0,0,0,12
2025-10-01T00:00:00,35.63714604501551,51.33454246689465,35.692451127779385,51.492401273733904,0,2,0,0,0,8
2025-10-01T00:00:00,35.63399395652128,51.52272814164776,35.733423180676844,51.4088230029532,0,2,0,0,0,8
2025-10-01T00:00:00,35.61128914473435,51.503629877734056,35.66005194064409,51.287845340220365,0,2,0,0,0,8
2025-10-01T00:00:00,35.71184635197462,51.57691924817339,35.85295424631505,51.445156326978896,0,2,0,0,0,0
2025-10-01T00:00:00,35.86848562363748,51.58050521773867,35.660771027263586,51.29387561378834,0,2,0,0,0,4
2025-10-01T00:10:00,35.868421809528186,51.18049707096166,35.687210164956596,51.22440136450368,0,2,0,0,0,3
2025-10-01T00:10:00,35.69288608301326,51.509153279878035,35.72686475636967,51.32792623266524,0,2,0,0,0,7
2025-10-01T00:10:00,35.65328064960456,51.55966130144325,35.64969845817175,51.19524977486849,0,2,0,0,0,8
2025-10-01T00:10:00,35.647584363376275,51.59926266262145,35.833870544019746,51.465562258749955,0,2,0,0,0,12
2025-10-01T00:10:00,35.571194434176114,51.588658739815024,35.702121344561924,51.363522415416035,0,2,0,0,0,6
2025-10-01T00:10:00,35.716003884478596,51.537352940600144,35.650103085666224,51.1580635144223,0,2,0,0,0,7
2025-10-01T00:10:00,35.81297421292975,51.562178256306524,35.62117191552818,51.25784616553066,0,2,0,0,0,9
2025-10-01T00:10:00,35.70917609018164,51.327820000643605,35.72321767486716,51.559295436667675,0,2,0,0,0,7
2025-10-01T00:10:00,35.61221369718651,51.29289609192198,35.73472144776255,51.35926031829162,0,2,0,0,0,0
2025-10-01T00:10:00,35.7700438257286,51.2208588961132,35.612404192442135,51.19443642998834,0,2,0,0,0,11
2025-10-01T00:10:00,35.65628428468573,51.15573526183669,35.64802707355861,51.63673201893827,0,2,0,0,0,3
2025-10-01T00:10:00,35.68061891044368,51.59158134937998,35.660282443506624,51.270077857624045,0,2,0,0,0,5
2025-10-01T00:10:00,35.57840878602289,51.28729520779869,35.80173778085999,51.195146874312954,0,2,0,0,0,4
2025-10-01T00:24:00,35.84640976720923,51.39818850714767,35.60209382090158,51.26280376656206,0,2,0,0,0,8
2025-10-01T00:24:00,35.642277359258976,51.43184942430915,35.58240176401592,51.27142230985707,0,2,0,0,0,13
2025-10-01T00:24:00,35.75503543241662,51.163280209102545,35.85963969508084,51.25997057923345,0,2,0,0,0,4
2025-10-01T00:24:00,35.73605130289708,51.42059425851528,35.71014260733141,51.39911296871647,0,2,0,0,0,8
2025-10-01T00:24:00,35.60726075714125,51.233782650122755,35.58687476332596,51.21203415345128,0,2,0,0,0,3
2025-10-01T00:24:00,35.62015378198711,51.59053532534382,35.809199042304265,51.186491091621285,0,2,0,0,0,0
2025-10-01T00:24:00,35.61759632361326,51.32951046761244,35.83966766274604,51.39981508912828,0,2,0,0,0,6
2025-10-01T00:24:00,35.72293968025318,51.33791714948725,35.7581029696369,51.24983919337454,0,2,0,0,0,8
2025-10-01T00:24:00,35.85208966287571,51.6202782636165,35.61822871975966,51.3201167448417,0,2,0,0,0,5
2025-10-01T00:24:00,35.66601424096649,51.31722287091984,35.72196133217927,51.520692763659454,0,2,0,0,0,9
2025-10-01T00:24:00,35.67879287647638,51.5814144684028,35.827584418291565,51.24061133781532,0,2,0,0,0,3
2025-10-01T00:24:00,35.68703566409413,51.43578342874532,35.59577106429084,51.4906332727236,0,2,0,0,0,5
2025-10-01T00:32:00,35.86050815998706,51.21722375625283,35.58729553026699,51.26039365422157,0,2,0,0,0,1
2025-10-01T00:32:00,35.6497405970127,51.3054044693377,35.77648938598126,51.3407783850625,0,2,0,0,0,2
2025-10-01T00:32:00,35.62955639515048,51.3029753884137,35.62104895558066,51.40986729179016,0,2,0,0,0,6
2025-10-01T00:32:00,35.59087770410804,51.17725030528188,35.74299638388497,51.22037841464826,0,2,0,0,0,2
2025-10-01T00:32:00,35.62682165891632,51.46913331952445,35.63653296096957,51.3441045306716,0,2,0,0,0,8
2025-10-01T00:32:00,35.73696243497783,51.230393545035376,35.636659650802265,51.28540388320051,0,2,0,0,0,6
2025-10-01T00:32:00,35.58420433274657,51.578652413375636,35.827343530582205,51.313585107953585,0,2,0,0,0,7
2025-10-01T00:32:00,35.634189933478154,51.28229372122725,35.68201504116924,51.63385374572944,0,2,0,0,0,6
2025-10-01T00:32:00,35.6475540306823,51.35960392787585,35.79154123039634,51.321869494446204,0,2,0,0,0,8
2025-10-01T00:32:00,35.60198360128831,51.44956679394289,35.7486815706112,51.616584207972906,0,2,0,0,0,7
2025-10-01T00:43:00,35.65654424268209,51.31246637259489,35.5938922806765,51.39893356745074,0,2,0,0,0,5
2025-10-01T00:43:00,35.66461274501661,51.2039762284828,35.78025931329973,51.28509807486895,0,2,0,0,0,7
2025-10-01T00:43:00,35.769944053989704,51.378464136575325,35.7085833847495,51.60045848124122,0,2,0,0,0,6
2025-10-01T00:43:00,35.75834195084815,51.60549563940772,35.775159710015025,51.21501712210839,0,2,0,0,0,10
2025-10-01T00:43:00,35.83476498129822,51.22143379185715,35.66578016939753,51.190115941115934,0,2,0,0,0,3
2025-10-01T00:43:00,35.63240004250251,51.43297752690079,35.79705039949192,51.609774181397896,0,2,0,0,0,8
2025-10-01T00:43:00,35.72488711204745,51.60043474132559,35.622616732086655,51.490884301796896,0,2,0,0,0,3
2025-10-01T00:43:00,35.68362400828138,51.39186566592193,35.6501808319071,51.2421998736753,0,2,0,0,0,4
2025-10-01T00:43:00,35.70627407075406,51.33525739535944,35.86078893336461,51.61055392911157,0,2,0,0,0,11
2025-10-01T00:43:00,35.83463032166702,51.48236845040054,35.58124567191837,51.410803176917355,0,2,0,0,0,6
2025-10-01T00:43:00,35.80607175245327,51.42603940885612,35.661804244592055,51.29251361380288,0,2,0,0,0,10
2025-10-01T00:43:00,35.650209327387586,51.36519988928065,35.767602989087344,51.30788949187914,0,2,0,0,0,12
2025-10-01T00:43:00,35.63225107581876,51.483993878569265,35.775285126834206,51.629010362501305,0,2,0,0,0,9
2025-10-01T00:57:00,35.5759230585386,51.48257860704187,35.777009938704374,51.521451467602404,0,2,0,0,0,4
2025-10-01T00:57:00,35.619440598475144,51.27620773830946,35.78591769349677,51.491758288053234,0,2,0,0,0,8
2025-10-01T00:57:00,35.71214967337369,51.19182949709108,35.835264064117325,51.40853145170345,0,2,0,0,0,8
2025-10-01T00:57:00,35.72172292444609,51.389849055238095,35.67495531562014,51.19385965977981,0,2,0,0,0,9
2025-10-01T00:57:00,35.75686253107811,51.253555636690464,35.79933669439669,51.20963717534903,0,2,0,0,0,4
2025-10-01T00:57:00,35.82144713756148,51.57491174973351,35.63798961945604,51.46291588928925,0,2,0,0,0,4
2025-10-01T00:57:00,35.86072496573906,51.18572550311373,35.83540091874868,51.546767313353904,0,2,0,0,0,9
2025-10-01T00:57:00,35.694065405845116,51.375270445976376,35.80386538394824,51.544141774780016,0,2,0,0,0,10
2025-10-01T00:57:00,35.84725816037684,51.62247513343078,35.794176078174125,51.204891455997355,0,2,0,0,0,4
2025-10-01T00:57:00,35.57750548492291,51.2922366750073,35.83740871496755,51.33125734969115,0,2,0,0,0,3
2025-10-01T00:57:00,35.707539293485034,51.57310048764947,35.83799985036486,51.18596267917563,0,2,0,0,0,5
2025-10-01T00:57:00,35.82939146056408,51.620677234461624,35.8556666767734,51.17461654286545,0,2,0,0,0,4
2025-10-01T00:57:00,35.682360412058024,51.481514137446645,35.58476699660438,51.36930580382018,0,2,0,0,0,12
2025-10-01T01:16:00,35.652498852427556,51.38988253441504,35.60655882755545,51.49095215130858,1,2,0,0,0,7
2025-10-01T01:16:00,35.69663686520806,51.63304280370302,35.84569084692585,51.19949358367096,1,2,0,0,0,5
2025-10-01T01:16:00,35.726892372615595,51.46029400523738,35.70469569490823,51.37538288147173,1,2,0,0,0,11
2025-10-01T01:16:00,35.71631973436641,51.22535921203221,35.5962818453581,51.434161011386955,1,2,0,0,0,8
2025-10-01T01:16:00,35.69391963115659,51.35227399105638,35.742828072640485,51.44317465583596,1,2,0,0,0,10
2025-10-01T01:16:00,35.70584154827476,51.54868548202153,35.7599692430971,51.54304996458585,1,2,0,0,0,6
2025-10-01T01:16:00,35.84489921568122,51.43598350357891,35.62806765337619,51.18412420023013,1,2,0,0,0,9
2025-10-01T01:16:00,35.81290764852829,51.359160039289186,35.72620662677204,51.58602008015722,1,2,0,0,0,8
2025-10-01T01:16:00,35.634479781647066,51.22877678971123,35.61414567334062,51.63006120820617,1,2,0,0,0,5
2025-10-01T01:16:00,35.6859862876106,51.56126023437943,35.59984537966623,51.49915021133725,1,2,0,0,0,11
2025-10-01T01:16:00,35.58585559956462,51.362711857152625,35.7524544758211,51.207466789920616,1,2,0,0,0,7
2025-10-01T01:31:00,35.637916937263995,51.2249253558456,35.822409104477764,51.25083884037546,1,2,0,0,0,7
2025-10-01T01:31:00,35.64495442776802,51.52770561939691,35.794497206834905,51.3327073880108,1,2,0,0,0,10
2025-10-01T01:31:00,35.80982264495649,51.25011561832036,35.69705006056721,51.600097136595885,1,2,0,0,0,9
2025-10-01T01:31:00,35.74956458776,51.31035811394403,35.595939799306116,51.49513925356083,1,2,0,0,0,6
2025-10-01T01:31:00,35.64102822128561,51.356323182941125,35.768537298968624,51.20502682301756,1,2,0,0,0,5
2025-10-01T01:31:00,35.858317945735685,51.62589771468877,35.783278805027955,51.63168419310917,1,2,0,0,0,3
2025-10-01T01:31:00,35.86410404025218,51.3095888993732,35.57644533600737,51.6259559130604,1,2,0,0,0,9
2025-10-01T01:31:00,35.74002129312689,51.54499354025287,35.60468067315039,51.22330983733216,1,2,0,0,0,5
2025-10-01T01:31:00,35.76920261847343,51.35868590721119,35.823808608072234,51.62224301626466,1,2,0,0,0,10
2025-10-01T01:31:00,35.63076026565159,51.53055698788817,35.766428409886366,51.20171195199968,1,2,0,0,0,9
2025-10-01T01:31:00,35.60563554736628,51.28446301873547,35.845457410573914,51.24795190604949,1,2,0,0,0,7
2025-10-01T01:50:00,35.64394957980783,51.57451096400606,35.68965906642662,51.1696831240827,1,2,0,0,0,5
2025-10-01T01:50:00,35.57274078558707,51.35156328807749,35.825130290597606,51.63808958463977,1,2,0,0,0,7
2025-10-01T01:50:00,35.8265621583375,51.36922841383919,35.6822908210951,51.35199337160691,1,2,0,0,0,12
2025-10-01T01:50:00,35.67452353500408,51.29391650117911,35.57355778830663,51.464579467376204,1,2,0,0,0,8
2025-10-01T01:50:00,35.68049423202882,51.63916560704203,35.82460702030687,51.441738318863436,1,2,0,0,0,3
2025-10-01T01:50:00,35.59479366109876,51.19307696368829,35.62287021533756,51.29229984019107,1,2,0,0,0,5
2025-10-01T01:50:00,35.66750128432141,51.56991260493959,35.79102656444394,51.38119811142496,1,2,0,0,0,5
2025-10-01T01:50:00,35.680310690868694,51.4681123248431,35.710557244872305,51.249111733038625,1,2,0,0,0,6
2025-10-01T01:50:00,35.61318126495751,51.44731183614648,35.645939148402924,51.50344945865922,1,2,0,0,0,12
2025-10-01T01:50:00,35.723168398784104,51.62178930698559,35.614364042696,51.26237901377775,1,2,0,0,0,4
2025-10-01T01:50:00,35.704199172397296,51.3499886243706,35.7001173257306,51.25063028071211,1,2,0,0,0,9
2025-10-01T02:00:00,35.72511775741719,51.57402948717663,35.69172487801248,51.62081583191629,2,2,0,0,0,3
2025-10-01T02:00:00,35.62237814992302,51.556519865505635,35.77556965666407,51.217019828912115,2,2,0,0,0,6
2025-10-01T02:00:00,35.663481805500815,51.51672925618687,35.57454096826295,51.34959651329222,2,2,0,0,0,9
2025-10-01T02:00:00,35.596736814165375,51.2930967385864,35.831956337165366,51.33787646385741,2,2,0,0,0,4
2025-10-01T02:00:00,35.822307627735235,51.266223932986115,35.75840163975054,51.24658244176951,2,2,0,0,0,11
2025-10-01T02:00:00,35.58594883785769,51.60389728228317,35.815963411712566,51.19068281051204,2,2,0,0,0,8
2025-10-01T02:00:00,35.71745931771013,51.22358642841967,35.58183303044383,51.546316959669035,2,2,0,0,0,11
2025-10-01T02:00:00,35.67370972064575,51.41233884666329,35.78724972069329,51.48620576080509,2,2,0,0,0,8
